x, y, z, e_kjmol, dipole(x), dipole(y), dipole(z)
0.00000000e-00, 0.00000000e-00, 0.00000000e-00, 0.0, 0.09544936832475497, -9.189700248537028, 3.1570614341137806
1.94469038e-03, 0.00000000e+00, 0.00000000e+00, -1.1637089827833051, -1.266696104891193, -8.979384604553815, 3.13987728237133
1.77656306e-03, 7.90976837e-04, 0.00000000e+00, -8.50007545946687, -1.061339467181005, -9.445647579226055, 3.1053249533165976
1.30125185e-03, 1.44518659e-03, 0.00000000e+00, -14.600562289435345, -0.6608390821168336, -9.861673359180127, 3.095003447970939
6.00942377e-04, 1.84951046e-03, 0.00000000e+00, -18.49285563263669, -0.1359241742528542, -10.155289446482637, 3.0972766757979056
-2.03275497e-04, 1.93403716e-03, 0.00000000e+00, -19.50688760444922, 0.4310117551171782, -10.28241278711912, 3.1105037863068774
-9.72345191e-04, 1.68415127e-03, 0.00000000e+00, -17.40553829767441, 0.9387908578659536, -10.219281968146083, 3.1381088721130843
-1.57328757e-03, 1.14306033e-03, 0.00000000e+00, -12.454533766543932, 1.303243288284084, -9.979364488254134, 3.161165318547775
-1.90219423e-03, 4.04323865e-04, 0.00000000e+00, -5.438733316547712, 1.4622012328640146, -9.610548565719048, 3.190441325496323
-1.90219423e-03, -4.04323865e-04, 0.00000000e+00, 2.3845379242578133, 1.3769400879868479, -9.158559817883528, 3.197272381217199
-1.57328757e-03, -1.14306033e-03, 0.00000000e+00, 9.623218599091501, 1.0710552641764868, -8.712482379404417, 3.2153274549552653
-9.72345191e-04, -1.68415127e-03, 0.00000000e+00, 14.910987018007233, 0.5978795325091409, -8.352879758414064, 3.2155280731293088
-2.03275497e-04, -1.93403716e-03, 0.00000000e+00, 17.292541739887326, 0.02976692047454812, -8.129762863119883, 3.2225656861370973
6.00942377e-04, -1.84951046e-03, 0.00000000e+00, 16.37897961518979, -0.5247406960624111, -8.088255924514087, 3.221072582985572
1.30125185e-03, -1.44518659e-03, 0.00000000e+00, 12.430960877826294, -0.9725406314537415, -8.23705546713868, 3.208910453536861
1.77656306e-03, -7.90976837e-04, 0.00000000e+00, 6.212940361237827, -1.232694277506272, -8.552358981395447, 3.179208354914932
1.19727095e-03, 0.00000000e+00, 1.53243693e-03, 3.9563370052833875, -0.767852892791383, -9.105402228421111, 2.3737678569078127
1.09376144e-03, 7.90976837e-04, 1.39995080e-03, -3.9193668982783265, -0.6161625973658811, -9.554327056460004, 2.4182185025720813
8.01130636e-04, 1.44518659e-03, 1.02540045e-03, -11.333236707005995, -0.3415804011617396, -9.933890820748841, 2.599277690646079
3.69977070e-04, 1.84951046e-03, 4.73549055e-04, -17.020753316248545, 0.011812089621291662, -10.189339549619925, 2.869729149612851
-1.25148892e-04, 1.93403716e-03, -1.60183278e-04, -19.99700505381793, 0.37990446506889686, -10.272025276982154, 3.1886972439349157
-5.98635475e-04, 1.68415127e-03, -7.66218466e-04, -19.718130796714206, 0.695979913982536, -10.16481691283759, 3.510572150354099
-9.68612545e-04, 1.14306033e-03, -1.23976752e-03, -16.18892802056382, 0.908994735070392, -9.885369318157075, 3.7845144536030264
-1.17110771e-03, 4.04323865e-04, -1.49894951e-03, -10.03016611635286, 0.9651824739490545, -9.481697895229315, 3.9559258716986223
-1.17110771e-03, -4.04323865e-04, -1.49894951e-03, -2.290188586910233, 0.8788986172695715, -9.033040366673273, 3.983406992821474
-9.68612545e-04, -1.14306033e-03, -1.23976752e-03, 5.6525253734325815, 0.6525425696839116, -8.607360732670113, 3.8727388999557055
-5.98635475e-04, -1.68415127e-03, -7.66218466e-04, 12.398713621966237, 0.3297691149353343, -8.277635424161254, 3.640369488475634
-1.25148892e-04, -1.93403716e-03, -1.60183278e-04, 16.754042647247218, -0.02626251895104991, -8.109075103072596, 3.323485252256003
3.69977070e-04, -1.84951046e-03, 4.73549055e-04, 17.995262031089965, -0.3615279119424119, -8.130690219656433, 2.9674699855136306
8.01130636e-04, -1.44518659e-03, 1.02540045e-03, 15.939928937392835, -0.6241750131736068, -8.331089821528115, 2.6608841651340525
1.09376144e-03, -7.90976837e-04, 1.39995080e-03, 10.97183326793521, -0.7696621019314551, -8.675346600184138, 2.452212769211438
-4.70463183e-04, 5.76151232e-20, 1.88692477e-03, 5.119695430214335, 0.3829640087190385, -9.272655931319287, 2.2369569694967852
