x, y, z, e_kjmol, dipole(x), dipole(y), dipole(z)
0.00000000e-00, 0.00000000e-00, 0.00000000e-00, 0.0, 2.8490941373516745, -4.98924303472769, 1.5758380158575878
1.94469038e-03, 0.00000000e+00, 0.00000000e+00, 3.547431693136616, 0.6767025280426743, -4.569803391307124, 1.7771968748379148
1.77656306e-03, 7.90976837e-04, 0.00000000e+00, -0.5747049615704896, 1.0137499492163413, -5.158874045447369, 1.7451083884893275
1.30125185e-03, 1.44518659e-03, 0.00000000e+00, -4.933706179287697, 1.690603158733509, -5.732021803808817, 1.6765488614003874
6.00942377e-04, 1.84951046e-03, 0.00000000e+00, -8.98703844274911, 2.595149411359319, -6.187313824058623, 1.5593693039179837
-2.03275497e-04, 1.93403716e-03, 0.00000000e+00, -12.08728170213044, 3.5342879455595915, -6.44787426528718, 1.4473950209426298
-9.72345191e-04, 1.68415127e-03, 0.00000000e+00, -13.553556838114275, 4.350699332675518, -6.462331860600826, 1.3781186067776783
-1.57328757e-03, 1.14306033e-03, 0.00000000e+00, -12.87947365069806, 4.899840535661975, -6.215210903829072, 1.3550243785540304
-1.90219423e-03, 4.04323865e-04, 0.00000000e+00, -10.01159004215151, 5.098283753241024, -5.749678377885712, 1.3591333372726828
-1.90219423e-03, -4.04323865e-04, 0.00000000e+00, -5.469722903153013, 4.8923136999278825, -5.142507498572676, 1.4086927953578592
-1.57328757e-03, -1.14306033e-03, 0.00000000e+00, -0.22902514230332827, 4.354264118039865, -4.521768111102608, 1.4721054665796454
-9.72345191e-04, -1.68415127e-03, 0.00000000e+00, 4.581712428525805, 3.5640519131835386, -3.984412157890699, 1.5568378964288991
-2.03275497e-04, -1.93403716e-03, 0.00000000e+00, 8.016434000926097, 2.6531110630653507, -3.62933613001678, 1.641327227148816
6.00942377e-04, -1.84951046e-03, 0.00000000e+00, 9.549102896917361, 1.7901410354603813, -3.52116316020072, 1.691217439912768
1.30125185e-03, -1.44518659e-03, 0.00000000e+00, 9.095967861081704, 1.0989860617737148, -3.6656270529722406, 1.7497312322002654
1.77656306e-03, -7.90976837e-04, 0.00000000e+00, 6.939129731132141, 0.7044111888859041, -4.035662904251761, 1.7872339279170648
1.19727095e-03, 0.00000000e+00, 1.53243693e-03, 4.67804112180778, 1.6864710283713884, -4.7859862089456, 0.7922887153668634
1.09376144e-03, 7.90976837e-04, 1.39995080e-03, 0.2210392419755749, 1.949639566543975, -5.37084447161125, 0.8441407500870893
8.01130636e-04, 1.44518659e-03, 1.02540045e-03, -4.60558157354842, 2.382010957088507, -5.899439780908414, 1.0097909217882903
3.69977070e-04, 1.84951046e-03, 4.73549055e-04, -8.969910212910747, 2.899618131440547, -6.268928735014452, 1.2545409589767857
-1.25148892e-04, 1.93403716e-03, -1.60183278e-04, -12.05612418469758, 3.411598436643272, -6.420277857645152, 1.5481547860471314
-5.98635475e-04, 1.68415127e-03, -7.66218466e-04, -13.251273560742447, 3.8319811643783703, -6.321641502712873, 1.85832353375467
-9.68612545e-04, 1.14306033e-03, -1.23976752e-03, -12.300169029521555, 4.07779133012605, -5.987391921143311, 2.1344075190928358
-1.17110771e-03, 4.04323865e-04, -1.49894951e-03, -9.381028338782926, 4.109791860177492, -5.469508806375339, 2.3220172165790633
-1.17110771e-03, -4.04323865e-04, -1.49894951e-03, -5.066771454624643, 3.9191785329825763, -4.87250724354927, 2.3678074860208174
-9.68612545e-04, -1.14306033e-03, -1.23976752e-03, -0.16933312045568982, 3.5584480069379163, -4.3129515361056106, 2.2644179951231647
-5.98635475e-04, -1.68415127e-03, -7.66218466e-04, 4.428252731122882, 3.075869531438961, -3.8656396051868387, 2.041318219338346
-1.25148892e-04, -1.93403716e-03, -1.60183278e-04, 7.9509663753538575, 2.555493358486156, -3.6090219855801604, 1.7382467436415998
3.69977070e-04, -1.84951046e-03, 4.73549055e-04, 9.852879961431427, 2.083109763850091, -3.583551575121985, 1.3996220907347512
8.01130636e-04, -1.44518659e-03, 1.02540045e-03, 9.87692268133054, 1.7461415584115456, -3.794470060554944, 1.090996724108914
1.09376144e-03, -7.90976837e-04, 1.39995080e-03, 8.057964959439914, 1.6036264707774288, -4.212104938188516, 0.8691801249289699
