x, y, z, e_kjmol, dipole(x), dipole(y), dipole(z)
0.00000000e-00, 0.00000000e-00, 0.00000000e-00, 0.0, 1.0337529468905065, -3.8887810293357186, 1.031372497316464
1.94469038e-03, 0.00000000e+00, 0.00000000e+00, 0.6012251479301653, -0.44268126143321235, -3.72058784389364, 0.9856919043815184
1.77656306e-03, 7.90976837e-04, 0.00000000e+00, -2.561259757562482, -0.2460259257066488, -4.1755841428467315, 1.0031096453635107
1.30125185e-03, 1.44518659e-03, 0.00000000e+00, -5.504381669587531, 0.17675456546119783, -4.585528169150532, 1.0356275056874513
6.00942377e-04, 1.84951046e-03, 0.00000000e+00, -7.818810186194696, 0.749941420293016, -4.880628715942176, 1.070123617098789
-2.03275497e-04, 1.93403716e-03, 0.00000000e+00, -9.13583838988609, 1.3728296265584354, -5.004458117955199, 1.0899068679828956
-9.72345191e-04, 1.68415127e-03, 0.00000000e+00, -9.176833404627814, 1.939102856280426, -4.940113092170792, 1.1122951366932712
-1.57328757e-03, 1.14306033e-03, 0.00000000e+00, -7.822320648526443, 2.347252401521996, -4.6945386035560075, 1.1216283926631012
-1.90219423e-03, 4.04323865e-04, 0.00000000e+00, -5.222791671881623, 2.5290164740064864, -4.307234692939507, 1.115719094472259
-1.90219423e-03, -4.04323865e-04, 0.00000000e+00, -1.824862908907562, 2.449023582992492, -3.8406083273451244, 1.092060702220618
-1.57328757e-03, -1.14306033e-03, 0.00000000e+00, 1.7079061393656048, 2.12657854681653, -3.3828047903656744, 1.0567722628246206
-9.72345191e-04, -1.68415127e-03, 0.00000000e+00, 4.663572595036669, 1.620125221301323, -3.0227156538689917, 1.0163000740591985
-2.03275497e-04, -1.93403716e-03, 0.00000000e+00, 6.46825707711497, 1.0206159662080359, -2.8145878439376695, 0.9850009471536935
6.00942377e-04, -1.84951046e-03, 0.00000000e+00, 6.825181220870775, 0.4227359553883763, -2.7938967343633907, 0.9658327485265676
1.30125185e-03, -1.44518659e-03, 0.00000000e+00, 5.752199053554648, -0.06936831841182939, -2.9638745432865643, 0.9581463929676942
1.77656306e-03, -7.90976837e-04, 0.00000000e+00, 3.5319200614113697, -0.3777014124239447, -3.2885987780409844, 0.9647603203794479
1.19727095e-03, 0.00000000e+00, 1.53243693e-03, 1.781636462153017, 0.09077490328694705, -3.728457712133825, 0.33044865944927915
1.09376144e-03, 7.90976837e-04, 1.39995080e-03, -1.513838247692263, 0.23834188994889327, -4.191829867122465, 0.41768353518574075
8.01130636e-04, 1.44518659e-03, 1.02540045e-03, -4.805924352219279, 0.5298823617462278, -4.6011177201176325, 0.6220675105356547
3.69977070e-04, 1.84951046e-03, 4.73549055e-04, -7.537839904405757, 0.9124586533809231, -4.890357704131359, 0.8781699108948088
-1.25148892e-04, 1.93403716e-03, -1.60183278e-04, -9.215731683395063, 1.316379945435122, -5.004755565409202, 1.1616072876430674
-5.98635475e-04, 1.68415127e-03, -7.66218466e-04, -9.497828960184506, 1.6797382533419112, -4.925358436183352, 1.4415596452685686
-9.68612545e-04, 1.14306033e-03, -1.23976752e-03, -8.311526722040526, 1.9973997395000216, -4.6513536369939015, 1.776294112006824
-1.17110771e-03, 4.04323865e-04, -1.49894951e-03, -5.827877003939989, 2.082895726598307, -4.251239798274463, 1.8940011534645858
-1.17110771e-03, -4.04323865e-04, -1.49894951e-03, -2.4786099205801975, 2.0044830743765933, -3.7794208600967036, 1.8856093596735117
-9.68612545e-04, -1.14306033e-03, -1.23976752e-03, 1.1162665177325266, 1.7742587483563288, -3.3381306776507333, 1.7564610699275789
-5.98635475e-04, -1.68415127e-03, -7.66218466e-04, 4.289421676688278, 1.4342460136890784, -2.990153556707801, 1.5242034491141696
